sender_hash,receiver_hash,amount,timestamp
e1c50c60bd295187ed76df05350c2f8dda62be7db7100c9502d042ecb0647bea,d2436884e59a142c599c677d7a8e920706502f134261082705708e2c52ff095c,2922.2,2026-08-31T07:51:15Z
7621de8ca83cbcd279167f556516c491dadb09330607c1f0ad30436e496097d6,2dad7dd62b009098dd3015775fa21a10553632e72f58bf7c8d4349688e85edb7,8350.95,2026-08-31T09:45:25Z
f278eae79a99880355e00f3a7b18d3230b4cf801de627669e85e616cfb853a31,329ca6ac512e95d4428bdcfcc69d43ded1cd914a94127edefb12ad988ce7ef4b,37542.05,2026-08-30T04:20:21Z
680ae478d9e8f0a61999e67f1223f32e269acc9daf00ee8e31b0c7a99bfae5d4,30eee72284276f0a5044a80defca7a33cf9def9620a784c6cb88b0f812477240,20963.52,2026-08-30T14:50:35Z
0914bcb9c4e6585bba37c48570774e86f8d87ff884fede75c8d19d9c85ccb3ed,e53081484a5eb1c0f5f73ecf0cd933511de4c4ffc753f057daa54f7c32018d01,14530.59,2026-08-30T10:14:43Z
645cb5ae33ecbf471ebf101aef4c781e2f0b1a50c071ca9ee7ae5ce4e8f430b8,bfea41177792521cca94d1ee5637e5b077cf5b0d4a50e5861d4fd514573f7464,23925.08,2026-08-30T01:00:09Z
514d2ff67276c76ac8d5d761b8f652d553d046582e35c06ca92e32f042d20fd7,963a9f6d2ede09f587dc708254327c775a8dbb7ebfa4ee671035859c4dd2b5b9,29530.98,2026-08-30T04:45:16Z
763fd87be48fc3c8c3709f9544d328717bb1ddb9678344ebbda99fadce1b5355,4f972994f960f47d30723d1ce7f7ba4b4b54ef39b569eaec30e1bb2d411c90a7,11603.63,2026-08-31T22:54:46Z
5f789fd2c5836252cc417e4829879fb15a3dc5b35c4ee49f7f2be52647303570,28ca498f1861bf52e0b0fb8af9c1c1d88bda98dbfdef764c0e0834aaa4f210e0,42053.66,2026-08-30T20:04:10Z
d562e1c1ff197335e78350043605b9c9a724f1ce41a8440aee5444fa9a2c6168,e99755126b8fe02eb8684b0457fda5f975195b5929e9f034c715e1ea8947715c,8442.69,2026-08-30T19:38:04Z
361ac03f9899db5f853e98f211383204a3477b6750123b3aa08990c0bc60193e,623458811301a7a083ae0d7176fbf402b21877cf81552b4001e222a9f3a990c3,1348.72,2026-08-30T09:43:12Z
fb508c4e8555e74ffb3890a20561ff7143dfac94aa360aae5d4b2be53a7da02c,75211b3edf6cbfd2bb503506dc3c73550c9179fda0a8f45f75153f013d13c222,19536.79,2026-08-31T11:22:56Z
e1c50c60bd295187ed76df05350c2f8dda62be7db7100c9502d042ecb0647bea,e6951d6c5a3a48fb67ac2286e053646bf0df327033541b173b88a0e682170299,32273.48,2026-08-31T13:06:54Z
3914a31c587f0090d3fa33ffc0e20d8c98208ac7e2a63abf5b0dae856bcaf132,a306962ddc4e800a51d884da9e7e0bd2fa08b534c8773d2cdbf06790da9fa65d,36201.51,2026-08-30T19:29:29Z
5cc172e6c14565e6dc2547d26145a1e9fc76c7168557933cca12bdaca3113697,670edd5a5e8d8b447249d6f40218f1b2405bbaf6ff8cc36c0dddc6f501da28bd,13954.7,2026-08-30T07:11:48Z
1cb1be4b1497c4012d982486d14c4ff0b1955d00181b6d751e220ee7701403a8,0418b6bf59aaf6300e9694a040b9ce90c99c0d7ea12dd91359575e72f42b58e3,37446.95,2026-08-30T22:35:21Z
bdc3ac20257eed8311edda7e668474d29467a33bcdc30a5ac7180a038097af23,e03084bd52a1de59f703c73a314b52bf9f7026848c2545312ce44ccc7b54e5d4,47879.13,2026-08-31T17:17:56Z
179b29b175854ddd9f2dd460353266387174d375bcf69481556bc9e55562f9f7,5222bb3ec940ad667c5b6286ba827a586041bb986d577e580df048df81c002fe,12978.89,2026-08-30T20:35:37Z
faf4897f37a82eaf9e8cb074678fdf8a3179b6174545b37131e9854d06b84f6a,614876d3edf5128ba4d3d15fc68c5a62a99dc6e8d5ecebfdb5f15ea2eaf97dae,42864.58,2026-08-31T16:29:01Z
2d79558bb4e3c15673ad08352dde6e8c13ea6fb69dde51ff483f3ccbb7f795c3,d0ce3c85381df18d23eabae9a4e2a2de705ad64e07b750ed3dbc1cfb6aadba42,46130.46,2026-08-31T14:35:15Z
a84d124abd92dfd79e62cfbc455627dac349b078fdb26f691cbf968372549d77,3404f57309d8e1f7c2250dc78541765cf40b63416cdb7e032ad5ca046e930e24,666.86,2026-08-31T14:28:17Z
e747d03e9c44baba2eb35f2a03b141dc9fb150e979435990e40d4d2588df5cb3,bdc3ac20257eed8311edda7e668474d29467a33bcdc30a5ac7180a038097af23,38540.41,2026-08-30T23:50:19Z
50910d451937c8598faa62cd6d80123690e3d3e18a319df65da8c93c6497cef1,e6951d6c5a3a48fb67ac2286e053646bf0df327033541b173b88a0e682170299,28613.58,2026-08-31T06:33:48Z
7621de8ca83cbcd279167f556516c491dadb09330607c1f0ad30436e496097d6,0163aad1b721e6f0eac7043f23aa95135f7e6264d73cb85f4771d5599f9e75bf,9774.91,2026-08-30T14:05:03Z
9223f782eeb1eef2af92c9ef48f9e721834d0e8fbfef6fafe4c83c0c15b71264,ec92a3f62ddb9be57763b65d15f9909e8471fbeceb75ee00f71bff38eee7a199,12932.8,2026-08-31T06:56:11Z
bdd2bdbaf183327d7ca5b7121c51db5ae24f436a01a4db832ea4d719bbbe7733,6462b2c251ec37a5786c7556a054354f7b7ccc68c7231ead15389dfb39f86d1f,10373.6,2026-08-31T18:41:06Z
cfee4531556fc23e554d508217c12c722036af0deea68f1f7100d32fff96f111,cf8e4cdc32117c05ae9a7f56eefc46a94eb0db0b2e5cd67fd9a2e41f9eeb0a92,28478.18,2026-08-31T19:48:18Z
1d8716c4dd38df6890b9e1881e03d3ea4f9f5acb6e7823dbdbcca7fd418f2e2f,8679f0fa29e477d1def3ae9e208876db0be8ecedd590b3ba6c5ce9a1caeb22c7,23856.8,2026-08-31T03:39:54Z
33110e1e2edeb3a9f3e629796e97941741f999576247d8073ff1e272bed7fff4,329ca6ac512e95d4428bdcfcc69d43ded1cd914a94127edefb12ad988ce7ef4b,16573.4,2026-08-30T17:49:54Z
a47f789aa388687028705b7f2d4547d8000047bb5ec34c7b31f59fa3ab8539a6,0928f1fd5b5c226c90dc8dfdbecaec4df23667879d91b0de73c8a659b3b51c9d,23833.5,2026-08-31T01:59:14Z
5222bb3ec940ad667c5b6286ba827a586041bb986d577e580df048df81c002fe,64fdc51f368e71395a7448eb988c56d10bd682b76bb1403d56524552df9a8b1a,24910.95,2026-08-31T00:16:46Z
2dad7dd62b009098dd3015775fa21a10553632e72f58bf7c8d4349688e85edb7,e747d03e9c44baba2eb35f2a03b141dc9fb150e979435990e40d4d2588df5cb3,1313.35,2026-08-31T16:57:19Z
226d8826c385168e16b0917b76aa9c3f9bd852ee5d6f16791734803b3fff2069,774d203000b86f167d2636b3e581ecddd77c2e1843ee17aa0a70e6d8db614c2a,44848.3,2026-08-31T17:09:13Z
e8f00016406bb08c12dc8c0e43fc32a1da7071e14c3cea997d3566848d75a7b4,3b107bed1c6ac71d80856e656952a83c8b5583e3c4f3b453df0c29d234693f08,10645.49,2026-08-30T03:11:42Z
3b107bed1c6ac71d80856e656952a83c8b5583e3c4f3b453df0c29d234693f08,64fdc51f368e71395a7448eb988c56d10bd682b76bb1403d56524552df9a8b1a,5579.45,2026-08-30T05:17:12Z
438def5eabfbb68a3b92db643ef7878613bbc2faa66a7a86b4eba14d00bd1745,5561f501d23467b9e6955b39f1be445c0b050c65c9d2dc64742fe9d371f3ceab,36062.33,2026-08-31T08:07:59Z
361ac03f9899db5f853e98f211383204a3477b6750123b3aa08990c0bc60193e,2d895a911f5789f518089b46011e7e6e61c0baf1b0808c4cc511b1f00ac3c55b,11314.29,2026-08-30T15:37:18Z
8679f0fa29e477d1def3ae9e208876db0be8ecedd590b3ba6c5ce9a1caeb22c7,ca9fb60d20be57a8aa44f49c9edb466c3cba0cff3de897735d88c52ff4d0dd37,1079.04,2026-08-30T18:40:28Z
e10363f8958cd2b611c6abe035c04cb016a3c8d51154f65f6932a5c26f9ea68c,2f629a39127a6e00c862dfee8033366a17e57c8a3efe74a4b98d68e02917fb8c,49570.12,2026-08-30T08:45:30Z
fee0cfa53d5328eeab6e9c98c28a9a57cd4de2a7597f9c83002a5b4141243e7d,e10363f8958cd2b611c6abe035c04cb016a3c8d51154f65f6932a5c26f9ea68c,44708.59,2026-08-31T08:45:22Z
63e057fde085f12ed5175da4bedf4ca9b785b50614b0d21a48adcd1cd457483f,9498ff38125320e825074439f94b75ab53790c8daa5aad105ebac0d34f2c212e,30782.81,2026-08-30T17:14:11Z
63e057fde085f12ed5175da4bedf4ca9b785b50614b0d21a48adcd1cd457483f,9752b374a6dca9438cf640f07ee97b5e9219d13a25c503ca0931f630f408007f,39659.43,2026-08-30T18:13:39Z
7a677870d8c06defbdf456be024b65848db56b7ac4755a7297e78308315ae636,655badaedb0392e0426bcfed45623fff014b93f36c2bfbf9bff47b52c5b15140,46944.45,2026-08-31T21:48:36Z
5222bb3ec940ad667c5b6286ba827a586041bb986d577e580df048df81c002fe,f639adcff8a55ba9d5eae8cb29118e2cf7a99cef509afa19f23e7c9e34413df7,34605.34,2026-08-31T10:39:43Z
cfc82faf09a6dc9b02ed746351fd4a85e0d59c3f2a8388a385cbda411989d9c8,4fbb32d4a24fe104c5dd461ac6280dbd58883363fbc54ce5080ba8175198cb11,37987.66,2026-08-31T23:51:46Z
a91a9ad7f674f50c12821a23db77ab9fec0f3a5f7846ac3a035639fd74c19c5b,c01a6992a61aa93d4e9d9f42d82df188c91b3e1f2d06f347a56337292c8a85a7,40944.74,2026-08-31T11:38:52Z
128a2c7bd4fd5507bb0d446ee5793b54ea77c9ab7beee573ac0798d61385482f,2cd185a0e5165c8705eaac57a82ddd0f7ec3fcb92ea51efe8d13d48444b0ec31,44429.68,2026-08-31T05:59:13Z
a4488d9cbf53e318e7cd9beaf8a5512f8b50d81b4edfc6b0affdc8a4b4cbb2ba,e742f7d717510b229a774a833b4b2c40258e2e69aad964973c15e5a973b3de65,29352.52,2026-08-31T12:40:42Z
aa44ba1bb9a6b63cc60a0ae6dbcfc2e798000a2af3ce5e5e3d0803a679875a60,2d79558bb4e3c15673ad08352dde6e8c13ea6fb69dde51ff483f3ccbb7f795c3,504.6,2026-08-30T20:13:09Z
cc6a64b393383a4ba1bb601bcf6b3acfae97f5d200518ae28211fdfde0f911f2,763fd87be48fc3c8c3709f9544d328717bb1ddb9678344ebbda99fadce1b5355,37789.71,2026-08-31T01:59:19Z
60343645662c2c85f86cac66661e9d01cc5ad029bcd47b7c444b994305467266,cc6a64b393383a4ba1bb601bcf6b3acfae97f5d200518ae28211fdfde0f911f2,1831.52,2026-08-30T11:57:48Z
8679f0fa29e477d1def3ae9e208876db0be8ecedd590b3ba6c5ce9a1caeb22c7,a84d124abd92dfd79e62cfbc455627dac349b078fdb26f691cbf968372549d77,1557.39,2026-08-31T17:37:48Z
d2436884e59a142c599c677d7a8e920706502f134261082705708e2c52ff095c,033cb5d2a369636fca13cc266088ef49b139033d26568e95cfc45648b2f00aff,41204.54,2026-08-30T12:31:46Z
e8f00016406bb08c12dc8c0e43fc32a1da7071e14c3cea997d3566848d75a7b4,2d895a911f5789f518089b46011e7e6e61c0baf1b0808c4cc511b1f00ac3c55b,36755.79,2026-08-30T03:17:30Z
33110e1e2edeb3a9f3e629796e97941741f999576247d8073ff1e272bed7fff4,a555bd5f4da0fa7f434ab161a8964c5a8c7a727c3a05eda72767d5e76a703d7d,10283.41,2026-08-30T15:13:26Z
c14c122b7d80c0cadc54149e12c9e1f574f2499598653912351b2a668a0aba1d,1c23e30dc22cff7d9aa4539a48dbcbb7caf4fdaf6fa0021e39f2c045be36e658,33252.23,2026-08-30T04:27:42Z
367c904c22b232e98be959f9aa1f1fe766a88044d97e83bb2cb2b458e7c9235d,8f6c3567020fe5158954a16a90fe942b05b979cc3d21185db7682c502a185a2e,2058.8,2026-08-30T09:47:42Z
bfc7e0570fc2fd1ef8e941c2837e63172945abb8d7e14746ca0f6e8ccdd960cf,2c81ff0b42af0ac31a2c1bb6367fe9c71a4db98f91ee9dd8dae0d9952724a68b,18648.8,2026-08-30T14:52:00Z
614876d3edf5128ba4d3d15fc68c5a62a99dc6e8d5ecebfdb5f15ea2eaf97dae,0914bcb9c4e6585bba37c48570774e86f8d87ff884fede75c8d19d9c85ccb3ed,41819.95,2026-08-30T21:48:56Z
2dad7dd62b009098dd3015775fa21a10553632e72f58bf7c8d4349688e85edb7,b81ed4ffe6a708d799c3f4f207982b64479e2e81b941b8534a79f725fe6ed2e8,41764.17,2026-08-30T04:36:25Z
9640ffa8fd3b6c05321013dd64ca4ba4bcd7e82047fb9c0c01f898481d00e72b,0e08c8be934134f5e0143d79626cd666ef6ee835dbea0e2139e4453691d41006,877.33,2026-08-31T03:31:53Z
db60cb3d3e926de5e1f1dc5ec39988132f99ed7cfdb2c75b0d98588d668e754a,41dbbf390d15565d4044e78d299c7ad4aa57641d70a6b8447037a2b05e72dee5,9167.24,2026-08-31T14:48:50Z
d41e30e0593ac284cad2c7c08569fbdad3dd2a63b3ed8a6bdb90b74b9290c16d,cf9a64034bf82b056285e0b549e1caf83662ca4ab5f274ced8a32dd562615769,5871.96,2026-08-31T06:36:33Z
514d2ff67276c76ac8d5d761b8f652d553d046582e35c06ca92e32f042d20fd7,9640ffa8fd3b6c05321013dd64ca4ba4bcd7e82047fb9c0c01f898481d00e72b,4124.04,2026-08-30T15:25:18Z
b3e45428dce2593a6b83b43fff29c95eab50acb1cc55b2daeb176a2788b74766,179b29b175854ddd9f2dd460353266387174d375bcf69481556bc9e55562f9f7,11848.23,2026-08-31T07:38:52Z
e26e1dc5e2e6d643677fb2630c682cf53779acc7fd5096db87510ecaa28fc078,4fbb32d4a24fe104c5dd461ac6280dbd58883363fbc54ce5080ba8175198cb11,35828.0,2026-08-30T19:22:47Z
58c67f8ed21ef88fc36604b9c2852c28cd1a3a82f119db54c094ff2444e5899e,60343645662c2c85f86cac66661e9d01cc5ad029bcd47b7c444b994305467266,47523.36,2026-08-31T14:39:23Z
626a8c724bbe99a359d58cf8b9793fc42a5ea2ccee33814a7d1e2410fe9aefa8,071d0773364cfafd218f4938d448a477fb5fc70a27fe41d917e1c8213472908e,49228.17,2026-08-31T18:38:36Z
a9cb35a4fd627463d2028b97d80463eba8976d54e3f9ecdc40b17877be95bf19,2774be5a56fcdf5d04f289fcca9eda5f3f2b4026f2ce4b5f2adf3bbac442febb,41524.39,2026-08-30T11:27:40Z
a3f6c75cff3ad8beec20e1a0aa71d3f22deffc01ca147e447f33652b2a71efae,64fdc51f368e71395a7448eb988c56d10bd682b76bb1403d56524552df9a8b1a,11171.59,2026-08-31T17:18:32Z
dd35e063db12ee83e41574ec0d96a0e650341ace34a6c33951a9a571c96e3930,ef381ec30b82913c60a6c06d3c429ef4f754d856719fe68096ff9c3cff940bfb,30741.96,2026-08-30T12:32:04Z
2cd185a0e5165c8705eaac57a82ddd0f7ec3fcb92ea51efe8d13d48444b0ec31,7c3444809193dd8892bd3d5406741e9e223bd5de3febc017ef431a8d712e364f,16128.64,2026-08-30T20:19:44Z
c1a2661f7ff113cb0271c9f8ba51b6cf211909fde3b6355be005d33986875097,cdd95be7efebbce1759b91fab7ca6127de9fb4230ad56f5dac8b8b7fff73d9db,10215.35,2026-08-30T01:27:30Z
c14c122b7d80c0cadc54149e12c9e1f574f2499598653912351b2a668a0aba1d,41fb42693e5559e4b7fd8d6cb4b0bbe89b98897c4d2fb30dd85c32276f044277,23510.99,2026-08-31T14:59:24Z
63e057fde085f12ed5175da4bedf4ca9b785b50614b0d21a48adcd1cd457483f,d4d9b138de4939b5a64d664afbd8ffb6be0bb1d9157e5b907b48f4b8b7fb5816,6209.7,2026-08-31T18:20:11Z
62cba2b3558fe5db259bb5840cd24e7515734f8b42d6f0d656cd4e814e601c9b,1e153199ebee9124b76aeb29141d81316036069970aeaae21b359e771d49fbcd,11872.02,2026-08-30T03:55:01Z
527c04e02df3ff3e27eeb14cbb5442e9a0d6cd00c1823792d74d70a748221858,64fdc51f368e71395a7448eb988c56d10bd682b76bb1403d56524552df9a8b1a,28223.21,2026-08-30T08:14:25Z
da46c1b20bb0c378edcaee8832ed4f959a5ebdd74213d9ad63df0f498f6bd2b4,a4a572481d7efb2b2dc685f091aa115e366949d975bbb259a0bff53e0e49dc3d,29242.79,2026-08-31T23:18:23Z
2d895a911f5789f518089b46011e7e6e61c0baf1b0808c4cc511b1f00ac3c55b,815c8294c15a0369f897299acf164eb0c88d156163b6926d34a6c32225270d1d,3115.17,2026-08-30T09:50:46Z
f075856bccab281555b78e7b9aa45224d7fdbb1b65f1be673de9702f53dbdc94,7a677870d8c06defbdf456be024b65848db56b7ac4755a7297e78308315ae636,40047.67,2026-08-30T16:52:45Z
5222bb3ec940ad667c5b6286ba827a586041bb986d577e580df048df81c002fe,a4a572481d7efb2b2dc685f091aa115e366949d975bbb259a0bff53e0e49dc3d,25666.59,2026-08-30T03:41:45Z
c1a2661f7ff113cb0271c9f8ba51b6cf211909fde3b6355be005d33986875097,3a489a1f2d50a7145610c51b0f2ba3fb83cb5fe91c12c2961b086df8092a6c88,12453.99,2026-08-30T05:24:03Z
e6951d6c5a3a48fb67ac2286e053646bf0df327033541b173b88a0e682170299,01d3d1ae9ffe5b587f8d18acb10f48bdc9446b971dba998f10683223125fde60,26491.26,2026-08-31T00:41:36Z
63e057fde085f12ed5175da4bedf4ca9b785b50614b0d21a48adcd1cd457483f,26bcfd2aa62a45e60890296e7920204fd45fec2c9f05e144b2aab10bb457ecec,16937.76,2026-08-30T19:00:56Z
31c0098e266a1dc96abc21f4bd1fa31bf006516ef1520e430ef0b92bba07ae9e,a555bd5f4da0fa7f434ab161a8964c5a8c7a727c3a05eda72767d5e76a703d7d,2678.92,2026-08-30T12:59:02Z
cc6b3763e91ab45f13b630b1f96b0fac36879a3f0509992d02f2d39a5d256429,075c081e2edc77d960c5a77903c03dce2ff4a629cdac09a4bfc5c9be3eb03e12,7415.77,2026-08-30T14:56:58Z
0c464a077072f36c3a1a180c5de7f5080817e7377fbe2dc5b1677c3adebac752,361ac03f9899db5f853e98f211383204a3477b6750123b3aa08990c0bc60193e,4924.46,2026-08-31T22:19:48Z
3914a31c587f0090d3fa33ffc0e20d8c98208ac7e2a63abf5b0dae856bcaf132,ee7e18675c2c64ba9da01d4ead0588b4e15751d9557b30d41a89ac44de6b3db3,4036.04,2026-08-31T08:12:38Z
0f8c011e3f0544059dbe2826c17ede5deba80e3c137a94288dfb04b168dcdace,c331a6b20a84257bab78df7177103605e5f668c2b4e8c00a9c44bc40b5ef93eb,4467.77,2026-08-31T15:48:41Z
eebec9b0998a8822dbdf98d57efcfbf13e2008e9a7afd4def57a07fc3a7db792,1dd27686432c1e2abfc90dd1bd07a714be564682b0b19015c4da9517d8fb08ce,8649.41,2026-08-31T09:33:41Z
d2436884e59a142c599c677d7a8e920706502f134261082705708e2c52ff095c,62bd82e922a8ec6730fed1035ea57162649ffbf5882baf6115b56d0c3c8ff6df,1983.03,2026-08-31T00:35:21Z
514d2ff67276c76ac8d5d761b8f652d553d046582e35c06ca92e32f042d20fd7,906a0bc76e88bfe2444e9d7e957f0bb1d037f9869c84ba6e88b051c6053a31dc,38877.56,2026-08-30T01:59:22Z
28ca498f1861bf52e0b0fb8af9c1c1d88bda98dbfdef764c0e0834aaa4f210e0,716a50353041fe3e7931d2c7ec68810c83d45d3c42a529d39319d45cd8721518,4639.87,2026-08-30T02:12:35Z
4fbb32d4a24fe104c5dd461ac6280dbd58883363fbc54ce5080ba8175198cb11,614876d3edf5128ba4d3d15fc68c5a62a99dc6e8d5ecebfdb5f15ea2eaf97dae,29499.11,2026-08-31T22:23:16Z
01d3d1ae9ffe5b587f8d18acb10f48bdc9446b971dba998f10683223125fde60,28ca498f1861bf52e0b0fb8af9c1c1d88bda98dbfdef764c0e0834aaa4f210e0,24298.6,2026-08-30T13:51:57Z
9752b374a6dca9438cf640f07ee97b5e9219d13a25c503ca0931f630f408007f,a4488d9cbf53e318e7cd9beaf8a5512f8b50d81b4edfc6b0affdc8a4b4cbb2ba,39290.66,2026-08-31T07:57:55Z
7a677870d8c06defbdf456be024b65848db56b7ac4755a7297e78308315ae636,75211b3edf6cbfd2bb503506dc3c73550c9179fda0a8f45f75153f013d13c222,3333.76,2026-08-31T03:03:16Z
060b7ff050c23cec2699264d708ce7f80a94f7fc3e40fab697cb72f0222421a9,655badaedb0392e0426bcfed45623fff014b93f36c2bfbf9bff47b52c5b15140,1779.14,2026-08-31T20:02:43Z
3108f70e3438057186993335f56bd6c6d9ffe0a74ee099c8be28fdfc35c97a2c,1f79de33c2108975365a7031a039f6022577be75a0a004d91eefb2973f386493,19262.73,2026-08-30T22:46:50Z
a5c9577bb5af38d2ff8147936b242dad7800fc3f454896fb7b89c9679241b18b,2cd185a0e5165c8705eaac57a82ddd0f7ec3fcb92ea51efe8d13d48444b0ec31,32457.55,2026-08-31T12:42:05Z
ea65e1e9e85234a2d75d1068dcd45e323543e123130f0600ce591123eafc8600,30eee72284276f0a5044a80defca7a33cf9def9620a784c6cb88b0f812477240,8384.09,2026-08-30T18:59:28Z
3a489a1f2d50a7145610c51b0f2ba3fb83cb5fe91c12c2961b086df8092a6c88,e26e1dc5e2e6d643677fb2630c682cf53779acc7fd5096db87510ecaa28fc078,30217.24,2026-08-30T10:46:22Z
2d79558bb4e3c15673ad08352dde6e8c13ea6fb69dde51ff483f3ccbb7f795c3,cfc82faf09a6dc9b02ed746351fd4a85e0d59c3f2a8388a385cbda411989d9c8,14715.6,2026-08-31T10:43:04Z
5cc172e6c14565e6dc2547d26145a1e9fc76c7168557933cca12bdaca3113697,2c81ff0b42af0ac31a2c1bb6367fe9c71a4db98f91ee9dd8dae0d9952724a68b,7953.57,2026-08-30T05:34:41Z
a555bd5f4da0fa7f434ab161a8964c5a8c7a727c3a05eda72767d5e76a703d7d,514d2ff67276c76ac8d5d761b8f652d553d046582e35c06ca92e32f042d20fd7,25320.06,2026-08-30T21:02:33Z
cbf710d65baba3fa8d515be70761860ae0362217228a5b27e316882ce252c18d,e799c2d47421751052a9b78f7e997150cd304e0b0c07d742b4490116e4802051,19282.54,2026-08-30T22:52:23Z
e799c2d47421751052a9b78f7e997150cd304e0b0c07d742b4490116e4802051,74b278b09e7445e0d793bfc50d90bc456934a28ff41137b470d0b15f24cbc706,23631.98,2026-08-31T07:39:11Z
f639adcff8a55ba9d5eae8cb29118e2cf7a99cef509afa19f23e7c9e34413df7,f8a59b7cf1ffeefddb4cad82da9fb10563f4d8deb34e9d00533fcc65b639ddc9,638.38,2026-08-30T03:33:26Z
26bcfd2aa62a45e60890296e7920204fd45fec2c9f05e144b2aab10bb457ecec,a9cb35a4fd627463d2028b97d80463eba8976d54e3f9ecdc40b17877be95bf19,19205.84,2026-08-30T17:53:05Z
c331a6b20a84257bab78df7177103605e5f668c2b4e8c00a9c44bc40b5ef93eb,9498ff38125320e825074439f94b75ab53790c8daa5aad105ebac0d34f2c212e,18392.6,2026-08-30T06:27:29Z
0418b6bf59aaf6300e9694a040b9ce90c99c0d7ea12dd91359575e72f42b58e3,d2436884e59a142c599c677d7a8e920706502f134261082705708e2c52ff095c,7922.95,2026-08-31T14:35:45Z
41fb42693e5559e4b7fd8d6cb4b0bbe89b98897c4d2fb30dd85c32276f044277,7b696387507a0442fa73032f77df22fbfca57d2f62198e30029ec2a03dcc8d57,12172.19,2026-08-30T08:57:08Z
